연도,구분,행정구역,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,ARI,지점코드,다발지역폴리곤
2017,일반,동작구,서울특별시 동작구 흑석동(중앙대학교병원 부근),5,6,0,3,3,0,1.17,11590001,"{""type"":""Polygon"",""coordinates"":[[[126.96373946,37.50694996],[126.96370494,37.50667191],[126.9636027,37.50640454],[126.96343667,37.50615814],[126.96321324,37.50594216],[126.96294098,37.50576491],[126.96263037,37.50563321],[126.96229333,37.5055521],[126.96194283,37.50552471],[126.96159232,37.5055521],[126.96125529,37.50563321],[126.96094467,37.50576491],[126.96067242,37.50594216],[126.96044898,37.50615814],[126.96028296,37.50640454],[126.96018072,37.50667191],[126.9601462,37.50694996],[126.96018072,37.50722801],[126.96028296,37.50749537],[126.96044898,37.50774177],[126.96067242,37.50795774],[126.96094467,37.50813498],[126.96125529,37.50826669],[126.96159232,37.50834779],[126.96194283,37.50837518],[126.96229333,37.50834779],[126.96263037,37.50826669],[126.96294098,37.50813498],[126.96321324,37.50795774],[126.96343667,37.50774177],[126.9636027,37.50749537],[126.96370494,37.50722801],[126.96373946,37.50694996]]]}"
2017,일반,동작구,서울특별시 동작구 대방동(성남고 부근),3,4,0,1,3,0,0.63,11590002,"{""type"":""Polygon"",""coordinates"":[[[126.92687552,37.50493414],[126.926841,37.50465609],[126.92673876,37.50438871],[126.92657274,37.5041423],[126.9263493,37.50392632],[126.92607705,37.50374907],[126.92576643,37.50361736],[126.9254294,37.50353625],[126.92507889,37.50350886],[126.92472839,37.50353625],[126.92439135,37.50361736],[126.92408074,37.50374907],[126.92380848,37.50392632],[126.92358505,37.5041423],[126.92341902,37.50438871],[126.92331679,37.50465609],[126.92328226,37.50493414],[126.92331679,37.5052122],[126.92341902,37.50547957],[126.92358505,37.50572598],[126.92380848,37.50594195],[126.92408074,37.5061192],[126.92439135,37.50625091],[126.92472839,37.50633201],[126.92507889,37.5063594],[126.9254294,37.50633201],[126.92576643,37.50625091],[126.92607705,37.5061192],[126.9263493,37.50594195],[126.92657274,37.50572598],[126.92673876,37.50547957],[126.926841,37.5052122],[126.92687552,37.50493414]]]}"
2017,일반,동작구,서울특별시 동작구 상도동(신대방삼거리역 부근),3,3,0,1,2,0,0.63,11590003,"{""type"":""Polygon"",""coordinates"":[[[126.93079362,37.49967168],[126.9307591,37.4993936],[126.93065686,37.49912621],[126.93049084,37.49887978],[126.9302674,37.49866378],[126.92999515,37.49848652],[126.92968453,37.4983548],[126.9293475,37.49827368],[126.92899699,37.4982463],[126.92864649,37.49827368],[126.92830945,37.4983548],[126.92799884,37.49848652],[126.92772658,37.49866378],[126.92750315,37.49887978],[126.92733712,37.49912621],[126.92723488,37.4993936],[126.92720036,37.49967168],[126.92723488,37.49994975],[126.92733712,37.50021714],[126.92750315,37.50046357],[126.92772658,37.50067956],[126.92799884,37.50085682],[126.92830945,37.50098854],[126.92864649,37.50106965],[126.92899699,37.50109703],[126.9293475,37.50106965],[126.92968453,37.50098854],[126.92999515,37.50085682],[126.9302674,37.50067956],[126.93049084,37.50046357],[126.93065686,37.50021714],[126.9307591,37.49994975],[126.93079362,37.49967168]]]}"
2017,일반,강동구,서울특별시 강동구 길동(길동초교 부근),4,4,0,2,1,1,0.89,11740001,"{""type"":""Polygon"",""coordinates"":[[[127.1454756,37.53810972],[127.14544108,37.53783179],[127.14533884,37.53756453],[127.14517282,37.53731823],[127.14494938,37.53710234],[127.14467713,37.53692517],[127.14436651,37.53679352],[127.14402948,37.53671245],[127.14367897,37.53668507],[127.14332847,37.53671245],[127.14299143,37.53679352],[127.14268082,37.53692517],[127.14240856,37.53710234],[127.14218513,37.53731823],[127.1420191,37.53756453],[127.14191686,37.53783179],[127.14188234,37.53810972],[127.14191686,37.53838765],[127.1420191,37.5386549],[127.14218513,37.5389012],[127.14240856,37.53911708],[127.14268082,37.53929425],[127.14299143,37.5394259],[127.14332847,37.53950697],[127.14367897,37.53953434],[127.14402948,37.53950697],[127.14436651,37.5394259],[127.14467713,37.53929425],[127.14494938,37.53911708],[127.14517282,37.5389012],[127.14533884,37.5386549],[127.14544108,37.53838765],[127.1454756,37.53810972]]]}"
2018,일반,강북구,서울특별시 강북구 미아동(삼양시장오거리 부근),4,5,0,1,4,0,0.82,11305001,"{""type"":""Polygon"",""coordinates"":[[[127.02028586,37.62536179],[127.02025134,37.62508418],[127.0201491,37.62481724],[127.01998308,37.62457123],[127.01975964,37.62435559],[127.01948739,37.62417863],[127.01917677,37.62404713],[127.01883974,37.62396615],[127.01848923,37.62393881],[127.01813873,37.62396615],[127.01780169,37.62404713],[127.01749108,37.62417863],[127.01721882,37.62435559],[127.01699539,37.62457123],[127.01682936,37.62481724],[127.01672712,37.62508418],[127.0166926,37.62536179],[127.01672712,37.6256394],[127.01682936,37.62590633],[127.01699539,37.62615234],[127.01721882,37.62636797],[127.01749108,37.62654493],[127.01780169,37.62667643],[127.01813873,37.6267574],[127.01848923,37.62678474],[127.01883974,37.6267574],[127.01917677,37.62667643],[127.01948739,37.62654493],[127.01975964,37.62636797],[127.01998308,37.62615234],[127.0201491,37.62590633],[127.02025134,37.6256394],[127.02028586,37.62536179]]]}"
2018,일반,노원구,서울특별시 노원구 상계동(홍파복지원앞사거리 부근),3,4,0,1,2,1,0.63,11350001,"{""type"":""Polygon"",""coordinates"":[[[127.05741698,37.68008977],[127.05738245,37.67981237],[127.05728022,37.67954563],[127.05711419,37.67929979],[127.05689075,37.67908432],[127.0566185,37.67890748],[127.05630789,37.67877608],[127.05597085,37.67869516],[127.05562035,37.67866784],[127.05526984,37.67869516],[127.0549328,37.67877608],[127.05462219,37.67890748],[127.05434994,37.67908432],[127.0541265,37.67929979],[127.05396048,37.67954563],[127.05385824,37.67981237],[127.05382371,37.68008977],[127.05385824,37.68036717],[127.05396048,37.68063391],[127.0541265,37.68087974],[127.05434994,37.68109521],[127.05462219,37.68127204],[127.0549328,37.68140344],[127.05526984,37.68148436],[127.05562035,37.68151168],[127.05597085,37.68148436],[127.05630789,37.68140344],[127.0566185,37.68127204],[127.05689075,37.68109521],[127.05711419,37.68087974],[127.05728022,37.68063391],[127.05738245,37.68036717],[127.05741698,37.68008977]]]}"
2018,일반,노원구,서울특별시 노원구 중계동(중계그린아파트107동 부근),3,3,0,0,1,2,0.6,11350002,"{""type"":""Polygon"",""coordinates"":[[[127.06579849,37.64280728],[127.06576397,37.64252973],[127.06566173,37.64226286],[127.0654957,37.6420169],[127.06527227,37.64180132],[127.06500001,37.64162439],[127.0646894,37.64149292],[127.06435236,37.64141197],[127.06400186,37.64138463],[127.06365135,37.64141197],[127.06331432,37.64149292],[127.06300371,37.64162439],[127.06273145,37.64180132],[127.06250802,37.6420169],[127.06234199,37.64226286],[127.06223975,37.64252973],[127.06220523,37.64280728],[127.06223975,37.64308482],[127.06234199,37.64335169],[127.06250802,37.64359764],[127.06273145,37.64381322],[127.06300371,37.64399014],[127.06331432,37.64412161],[127.06365135,37.64420256],[127.06400186,37.6442299],[127.06435236,37.64420256],[127.0646894,37.64412161],[127.06500001,37.64399014],[127.06527227,37.64381322],[127.0654957,37.64359764],[127.06566173,37.64335169],[127.06576397,37.64308482],[127.06579849,37.64280728]]]}"
2018,일반,서대문구,서울특별시 서대문구 북가좌동(북가좌초교사거리 부근),3,3,0,1,2,0,0.63,11410001,"{""type"":""Polygon"",""coordinates"":[[[126.91138947,37.57805669],[126.91135495,37.5777789],[126.91125271,37.57751179],[126.91108668,37.57726562],[126.91086325,37.57704985],[126.91059099,37.57687277],[126.91028038,37.57674119],[126.90994334,37.57666016],[126.90959284,37.5766328],[126.90924233,37.57666016],[126.9089053,37.57674119],[126.90859468,37.57687277],[126.90832243,37.57704985],[126.90809899,37.57726562],[126.90793297,37.57751179],[126.90783073,37.5777789],[126.90779621,37.57805669],[126.90783073,37.57833447],[126.90793297,37.57860158],[126.90809899,37.57884774],[126.90832243,37.57906351],[126.90859468,37.57924058],[126.9089053,37.57937216],[126.90924233,37.57945319],[126.90959284,37.57948054],[126.90994334,37.57945319],[126.91028038,37.57937216],[126.91059099,37.57924058],[126.91086325,37.57906351],[126.91108668,37.57884774],[126.91125271,37.57860158],[126.91135495,37.57833447],[126.91138947,37.57805669]]]}"
2018,일반,양천구,서울특별시 양천구 신정동(수정아파트102동 부근),3,3,0,1,2,0,0.63,11470001,"{""type"":""Polygon"",""coordinates"":[[[126.84402679,37.51253598],[126.84399226,37.51225795],[126.84389003,37.51199061],[126.843724,37.51174422],[126.84350057,37.51152826],[126.84322831,37.51135102],[126.8429177,37.51121932],[126.84258066,37.51113823],[126.84223016,37.51111084],[126.84187965,37.51113823],[126.84154261,37.51121932],[126.841232,37.51135102],[126.84095975,37.51152826],[126.84073631,37.51174422],[126.84057029,37.51199061],[126.84046805,37.51225795],[126.84043352,37.51253598],[126.84046805,37.51281401],[126.84057029,37.51308135],[126.84073631,37.51332773],[126.84095975,37.51354369],[126.841232,37.51372092],[126.84154261,37.51385261],[126.84187965,37.51393371],[126.84223016,37.51396109],[126.84258066,37.51393371],[126.8429177,37.51385261],[126.84322831,37.51372092],[126.84350057,37.51354369],[126.843724,37.51332773],[126.84389003,37.51308135],[126.84399226,37.51281401],[126.84402679,37.51253598]]]}"
2018,일반,서초구,서울특별시 서초구 우면동(서초네이처힐 3단지 314동 부근),3,3,0,1,2,0,0.63,11650001,"{""type"":""Polygon"",""coordinates"":[[[127.02874432,37.46277916],[127.02870979,37.46250094],[127.02860756,37.46223342],[127.02844153,37.46198687],[127.02821809,37.46177076],[127.02794584,37.46159341],[127.02763523,37.46146162],[127.02729819,37.46138047],[127.02694768,37.46135307],[127.02659718,37.46138047],[127.02626014,37.46146162],[127.02594953,37.46159341],[127.02567728,37.46177076],[127.02545384,37.46198687],[127.02528781,37.46223342],[127.02518558,37.46250094],[127.02515105,37.46277916],[127.02518558,37.46305737],[127.02528781,37.46332489],[127.02545384,37.46357144],[127.02567728,37.46378753],[127.02594953,37.46396488],[127.02626014,37.46409666],[127.02659718,37.46417781],[127.02694768,37.46420522],[127.02729819,37.46417781],[127.02763523,37.46409666],[127.02794584,37.46396488],[127.02821809,37.46378753],[127.02844153,37.46357144],[127.02860756,37.46332489],[127.02870979,37.46305737],[127.02874432,37.46277916]]]}"
2018,일반,서초구,서울특별시 서초구 방배동(방배초교입구사거리 부근),3,3,0,0,3,0,0.6,11650002,"{""type"":""Polygon"",""coordinates"":[[[126.98793196,37.48699261],[126.98789744,37.48671448],[126.9877952,37.48644705],[126.98762918,37.48620057],[126.98740574,37.48598454],[126.98713349,37.48580724],[126.98682287,37.4856755],[126.98648584,37.48559437],[126.98613533,37.48556698],[126.98578483,37.48559437],[126.98544779,37.4856755],[126.98513718,37.48580724],[126.98486492,37.48598454],[126.98464149,37.48620057],[126.98447546,37.48644705],[126.98437322,37.48671448],[126.9843387,37.48699261],[126.98437322,37.48727073],[126.98447546,37.48753816],[126.98464149,37.48778463],[126.98486492,37.48800066],[126.98513718,37.48817795],[126.98544779,37.48830969],[126.98578483,37.48839081],[126.98613533,37.4884182],[126.98648584,37.48839081],[126.98682287,37.48830969],[126.98713349,37.48817795],[126.98740574,37.48800066],[126.98762918,37.48778463],[126.9877952,37.48753816],[126.98789744,37.48727073],[126.98793196,37.48699261]]]}"
2018,일반,강남구,서울특별시 강남구 도곡동(언주초교 부근),3,3,0,1,2,0,0.63,11680001,"{""type"":""Polygon"",""coordinates"":[[[127.03968993,37.48670858],[127.03965541,37.48643046],[127.03955317,37.48616302],[127.03938715,37.48591655],[127.03916371,37.48570051],[127.03889146,37.48552321],[127.03858084,37.48539147],[127.03824381,37.48531034],[127.0378933,37.48528295],[127.0375428,37.48531034],[127.03720576,37.48539147],[127.03689515,37.48552321],[127.03662289,37.48570051],[127.03639946,37.48591655],[127.03623343,37.48616302],[127.0361312,37.48643046],[127.03609667,37.48670858],[127.0361312,37.4869867],[127.03623343,37.48725414],[127.03639946,37.48750061],[127.03662289,37.48771664],[127.03689515,37.48789393],[127.03720576,37.48802567],[127.0375428,37.48810679],[127.0378933,37.48813418],[127.03824381,37.48810679],[127.03858084,37.48802567],[127.03889146,37.48789393],[127.03916371,37.48771664],[127.03938715,37.48750061],[127.03955317,37.48725414],[127.03965541,37.4869867],[127.03968993,37.48670858]]]}"
2018,일반,강남구,서울특별시 강남구 역삼동(상지리츠빌1차 부근),3,4,0,0,4,0,0.6,11680002,"{""type"":""Polygon"",""coordinates"":[[[127.04777175,37.49646954],[127.04773723,37.49619145],[127.04763499,37.49592405],[127.04746897,37.49567761],[127.04724553,37.4954616],[127.04697328,37.49528433],[127.04666266,37.4951526],[127.04632563,37.49507148],[127.04597512,37.49504409],[127.04562462,37.49507148],[127.04528758,37.4951526],[127.04497697,37.49528433],[127.04470471,37.4954616],[127.04448128,37.49567761],[127.04431525,37.49592405],[127.04421301,37.49619145],[127.04417849,37.49646954],[127.04421301,37.49674763],[127.04431525,37.49701502],[127.04448128,37.49726146],[127.04470471,37.49747746],[127.04497697,37.49765473],[127.04528758,37.49778645],[127.04562462,37.49786757],[127.04597512,37.49789496],[127.04632563,37.49786757],[127.04666266,37.49778645],[127.04697328,37.49765473],[127.04724553,37.49747746],[127.04746897,37.49726146],[127.04763499,37.49701502],[127.04773723,37.49674763],[127.04777175,37.49646954]]]}"
2018,일반,송파구,서울특별시 송파구 방이동(방이초교 부근),4,4,0,1,2,1,0.82,11710001,"{""type"":""Polygon"",""coordinates"":[[[127.12245652,37.51221882],[127.122422,37.51194079],[127.12231976,37.51167344],[127.12215373,37.51142705],[127.1219303,37.51121109],[127.12165804,37.51103385],[127.12134743,37.51090216],[127.12101039,37.51082106],[127.12065989,37.51079367],[127.12030938,37.51082106],[127.11997235,37.51090216],[127.11966173,37.51103385],[127.11938948,37.51121109],[127.11916604,37.51142705],[127.11900002,37.51167344],[127.11889778,37.51194079],[127.11886326,37.51221882],[127.11889778,37.51249684],[127.11900002,37.51276419],[127.11916604,37.51301057],[127.11938948,37.51322653],[127.11966173,37.51340376],[127.11997235,37.51353545],[127.12030938,37.51361655],[127.12065989,37.51364393],[127.12101039,37.51361655],[127.12134743,37.51353545],[127.12165804,37.51340376],[127.1219303,37.51322653],[127.12215373,37.51301057],[127.12231976,37.51276419],[127.122422,37.51249684],[127.12245652,37.51221882]]]}"
2018,일반,송파구,서울특별시 송파구 송파동(중대초교 부근),3,3,0,1,2,0,0.63,11710002,"{""type"":""Polygon"",""coordinates"":[[[127.11603646,37.50096266],[127.11600193,37.50068459],[127.1158997,37.5004172],[127.11573367,37.50017078],[127.11551024,37.49995478],[127.11523798,37.49977752],[127.11492737,37.4996458],[127.11459033,37.49956469],[127.11423983,37.4995373],[127.11388932,37.49956469],[127.11355228,37.4996458],[127.11324167,37.49977752],[127.11296942,37.49995478],[127.11274598,37.50017078],[127.11257996,37.5004172],[127.11247772,37.50068459],[127.11244319,37.50096266],[127.11247772,37.50124073],[127.11257996,37.50150811],[127.11274598,37.50175453],[127.11296942,37.50197052],[127.11324167,37.50214778],[127.11355228,37.50227949],[127.11388932,37.5023606],[127.11423983,37.50238799],[127.11459033,37.5023606],[127.11492737,37.50227949],[127.11523798,37.50214778],[127.11551024,37.50197052],[127.11573367,37.50175453],[127.1158997,37.50150811],[127.11600193,37.50124073],[127.11603646,37.50096266]]]}"
2019,일반,중랑구,서울특별시 중랑구 신내동(중랑구청사거리 부근),3,3,0,1,2,0,0.63,11260001,"{""type"":""Polygon"",""coordinates"":[[[127.09709746,37.60681649],[127.09706294,37.60653881],[127.0969607,37.6062718],[127.09679468,37.60602573],[127.09657124,37.60581004],[127.09629899,37.60563303],[127.09598837,37.6055015],[127.09565134,37.6054205],[127.09530083,37.60539315],[127.09495033,37.6054205],[127.09461329,37.6055015],[127.09430268,37.60563303],[127.09403042,37.60581004],[127.09380699,37.60602573],[127.09364096,37.6062718],[127.09353872,37.60653881],[127.0935042,37.60681649],[127.09353872,37.60709416],[127.09364096,37.60736117],[127.09380699,37.60760724],[127.09403042,37.60782292],[127.09430268,37.60799993],[127.09461329,37.60813145],[127.09495033,37.60821245],[127.09530083,37.6082398],[127.09565134,37.60821245],[127.09598837,37.60813145],[127.09629899,37.60799993],[127.09657124,37.60782292],[127.09679468,37.60760724],[127.0969607,37.60736117],[127.09706294,37.60709416],[127.09709746,37.60681649]]]}"
2019,일반,중랑구,서울특별시 중랑구 망우동(면일초교 부근),3,3,0,0,2,1,0.6,11260002,"{""type"":""Polygon"",""coordinates"":[[[127.10084459,37.59142603],[127.10081007,37.59114829],[127.10070783,37.59088123],[127.1005418,37.59063511],[127.10031837,37.59041937],[127.10004611,37.59024233],[127.0997355,37.59011077],[127.09939846,37.59002975],[127.09904796,37.5900024],[127.09869745,37.59002975],[127.09836042,37.59011077],[127.0980498,37.59024233],[127.09777755,37.59041937],[127.09755411,37.59063511],[127.09738809,37.59088123],[127.09728585,37.59114829],[127.09725133,37.59142603],[127.09728585,37.59170376],[127.09738809,37.59197082],[127.09755411,37.59221694],[127.09777755,37.59243267],[127.0980498,37.59260971],[127.09836042,37.59274127],[127.09869745,37.59282228],[127.09904796,37.59284963],[127.09939846,37.59282228],[127.0997355,37.59274127],[127.10004611,37.59260971],[127.10031837,37.59243267],[127.1005418,37.59221694],[127.10070783,37.59197082],[127.10081007,37.59170376],[127.10084459,37.59142603]]]}"
2019,일반,성북구,서울특별시 성북구 석관동(석관초교 부근),3,3,0,1,2,0,0.63,11290001,"{""type"":""Polygon"",""coordinates"":[[[127.06005267,37.61017954],[127.06001814,37.60990187],[127.05991591,37.60963488],[127.05974988,37.60938881],[127.05952645,37.60917313],[127.05925419,37.60899613],[127.05894358,37.60886461],[127.05860654,37.60878361],[127.05825604,37.60875626],[127.05790553,37.60878361],[127.0575685,37.60886461],[127.05725788,37.60899613],[127.05698563,37.60917313],[127.05676219,37.60938881],[127.05659617,37.60963488],[127.05649393,37.60990187],[127.05645941,37.61017954],[127.05649393,37.6104572],[127.05659617,37.61072419],[127.05676219,37.61097025],[127.05698563,37.61118592],[127.05725788,37.61136292],[127.0575685,37.61149444],[127.05790553,37.61157543],[127.05825604,37.61160278],[127.05860654,37.61157543],[127.05894358,37.61149444],[127.05925419,37.61136292],[127.05952645,37.61118592],[127.05974988,37.61097025],[127.05991591,37.61072419],[127.06001814,37.6104572],[127.06005267,37.61017954]]]}"
2019,일반,성북구,서울특별시 성북구 동선동5가(정덕초교 부근),3,3,0,0,3,0,0.6,11290002,"{""type"":""Polygon"",""coordinates"":[[[127.0161938,37.59752099],[127.01615928,37.59724328],[127.01605704,37.59697624],[127.01589101,37.59673013],[127.01566758,37.59651442],[127.01539532,37.59633738],[127.01508471,37.59620584],[127.01474767,37.59612483],[127.01439717,37.59609748],[127.01404666,37.59612483],[127.01370963,37.59620584],[127.01339901,37.59633738],[127.01312676,37.59651442],[127.01290332,37.59673013],[127.0127373,37.59697624],[127.01263506,37.59724328],[127.01260054,37.59752099],[127.01263506,37.5977987],[127.0127373,37.59806574],[127.01290332,37.59831184],[127.01312676,37.59852755],[127.01339901,37.59870458],[127.01370963,37.59883612],[127.01404666,37.59891712],[127.01439717,37.59894447],[127.01474767,37.59891712],[127.01508471,37.59883612],[127.01539532,37.59870458],[127.01566758,37.59852755],[127.01589101,37.59831184],[127.01605704,37.59806574],[127.01615928,37.5977987],[127.0161938,37.59752099]]]}"
2019,일반,강서구,서울특별시 강서구 화곡동(우일유치원 부근),4,5,0,3,2,0,1,11500001,"{""type"":""Polygon"",""coordinates"":[[[126.85692801,37.53545902],[126.85689349,37.53518107],[126.85679125,37.53491381],[126.85662522,37.5346675],[126.85640179,37.5344516],[126.85612953,37.53427442],[126.85581892,37.53414277],[126.85548189,37.53406169],[126.85513138,37.53403432],[126.85478087,37.53406169],[126.85444384,37.53414277],[126.85413323,37.53427442],[126.85386097,37.5344516],[126.85363754,37.5346675],[126.85347151,37.53491381],[126.85336927,37.53518107],[126.85333475,37.53545902],[126.85336927,37.53573696],[126.85347151,37.53600422],[126.85363754,37.53625052],[126.85386097,37.53646641],[126.85413323,37.53664359],[126.85444384,37.53677524],[126.85478087,37.53685631],[126.85513138,37.53688369],[126.85548189,37.53685631],[126.85581892,37.53677524],[126.85612953,37.53664359],[126.85640179,37.53646641],[126.85662522,37.53625052],[126.85679125,37.53600422],[126.85689349,37.53573696],[126.85692801,37.53545902]]]}"
2019,일반,영등포구,서울특별시 영등포구 영등포동8가(마리아성모병원 부근),3,3,0,1,2,0,0.63,11560001,"{""type"":""Polygon"",""coordinates"":[[[126.90794215,37.52725756],[126.90790763,37.52697958],[126.90780539,37.52671229],[126.90763936,37.52646595],[126.90741593,37.52625004],[126.90714367,37.52607284],[126.90683306,37.52594116],[126.90649602,37.52586008],[126.90614552,37.5258327],[126.90579501,37.52586008],[126.90545798,37.52594116],[126.90514736,37.52607284],[126.90487511,37.52625004],[126.90465167,37.52646595],[126.90448565,37.52671229],[126.90438341,37.52697958],[126.90434889,37.52725756],[126.90438341,37.52753553],[126.90448565,37.52780282],[126.90465167,37.52804915],[126.90487511,37.52826507],[126.90514736,37.52844226],[126.90545798,37.52857393],[126.90579501,37.52865501],[126.90614552,37.52868239],[126.90649602,37.52865501],[126.90683306,37.52857393],[126.90714367,37.52844226],[126.90741593,37.52826507],[126.90763936,37.52804915],[126.90780539,37.52780282],[126.90790763,37.52753553],[126.90794215,37.52725756]]]}"
2019,일반,동작구,서울특별시 동작구 대방동(참새어린이공원 부근),3,3,0,2,0,1,0.72,11590001,"{""type"":""Polygon"",""coordinates"":[[[126.92308197,37.4984346],[126.92304745,37.49815652],[126.92294521,37.49788912],[126.92277918,37.49764269],[126.92255575,37.49742669],[126.92228349,37.49724942],[126.92197288,37.4971177],[126.92163584,37.49703658],[126.92128534,37.49700919],[126.92093483,37.49703658],[126.9205978,37.4971177],[126.92028718,37.49724942],[126.92001493,37.49742669],[126.91979149,37.49764269],[126.91962547,37.49788912],[126.91952323,37.49815652],[126.91948871,37.4984346],[126.91952323,37.49871268],[126.91962547,37.49898007],[126.91979149,37.4992265],[126.92001493,37.4994425],[126.92028718,37.49961976],[126.9205978,37.49975148],[126.92093483,37.49983259],[126.92128534,37.49985998],[126.92163584,37.49983259],[126.92197288,37.49975148],[126.92228349,37.49961976],[126.92255575,37.4994425],[126.92277918,37.4992265],[126.92294521,37.49898007],[126.92304745,37.49871268],[126.92308197,37.4984346]]]}"
2019,일반,관악구,서울특별시 관악구 봉천동(영빌딩 부근),3,3,0,0,3,0,0.6,11620001,"{""type"":""Polygon"",""coordinates"":[[[126.96795093,37.47393111],[126.96791641,37.47365293],[126.96781417,37.47338545],[126.96764814,37.47313894],[126.96742471,37.47292286],[126.96715245,37.47274554],[126.96684184,37.47261377],[126.96650481,37.47253263],[126.9661543,37.47250523],[126.96580379,37.47253263],[126.96546676,37.47261377],[126.96515615,37.47274554],[126.96488389,37.47292286],[126.96466046,37.47313894],[126.96449443,37.47338545],[126.96439219,37.47365293],[126.96435767,37.47393111],[126.96439219,37.47420928],[126.96449443,37.47447676],[126.96466046,37.47472327],[126.96488389,37.47493934],[126.96515615,37.47511666],[126.96546676,37.47524842],[126.96580379,37.47532956],[126.9661543,37.47535695],[126.96650481,37.47532956],[126.96684184,37.47524842],[126.96715245,37.47511666],[126.96742471,37.47493934],[126.96764814,37.47472327],[126.96781417,37.47447676],[126.96791641,37.47420928],[126.96795093,37.47393111]]]}"
2019,일반,강남구,서울특별시 강남구 청담동(청담e편한세상3차아파트 부근),3,4,0,0,4,0,0.6,11680001,"{""type"":""Polygon"",""coordinates"":[[[127.0468826,37.51863558],[127.04684808,37.51835758],[127.04674584,37.51809026],[127.04657981,37.51784389],[127.04635638,37.51762795],[127.04608412,37.51745073],[127.04577351,37.51731904],[127.04543647,37.51723795],[127.04508597,37.51721056],[127.04473546,37.51723795],[127.04439843,37.51731904],[127.04408781,37.51745073],[127.04381556,37.51762795],[127.04359212,37.51784389],[127.0434261,37.51809026],[127.04332386,37.51835758],[127.04328934,37.51863558],[127.04332386,37.51891359],[127.0434261,37.51918091],[127.04359212,37.51942727],[127.04381556,37.51964321],[127.04408781,37.51982043],[127.04439843,37.51995211],[127.04473546,37.5200332],[127.04508597,37.52006058],[127.04543647,37.5200332],[127.04577351,37.51995211],[127.04608412,37.51982043],[127.04635638,37.51964321],[127.04657981,37.51942727],[127.04674584,37.51918091],[127.04684808,37.51891359],[127.0468826,37.51863558]]]}"
2019,일반,강동구,서울특별시 강동구 길동(나래하우스빌라 부근),3,3,0,0,1,2,0.6,11740001,"{""type"":""Polygon"",""coordinates"":[[[127.14773192,37.54276778],[127.14769739,37.54248987],[127.14759516,37.54222263],[127.14742913,37.54197634],[127.14720569,37.54176047],[127.14693344,37.54158331],[127.14662283,37.54145166],[127.14628579,37.5413706],[127.14593529,37.54134322],[127.14558478,37.5413706],[127.14524774,37.54145166],[127.14493713,37.54158331],[127.14466488,37.54176047],[127.14444144,37.54197634],[127.14427541,37.54222263],[127.14417318,37.54248987],[127.14413865,37.54276778],[127.14417318,37.5430457],[127.14427541,37.54331293],[127.14444144,37.54355922],[127.14466488,37.54377508],[127.14493713,37.54395224],[127.14524774,37.54408388],[127.14558478,37.54416494],[127.14593529,37.54419232],[127.14628579,37.54416494],[127.14662283,37.54408388],[127.14693344,37.54395224],[127.14720569,37.54377508],[127.14742913,37.54355922],[127.14759516,37.54331293],[127.14769739,37.5430457],[127.14773192,37.54276778]]]}"
2020,일반,강북구,서울특별시 강북구 번동(삼덕상운 부근),4,4,0,0,4,0,0.8,11305001,"{""type"":""Polygon"",""coordinates"":[[[127.04331451,37.62801501],[127.04327999,37.62773742],[127.04317775,37.62747048],[127.04301173,37.62722448],[127.04278829,37.62700885],[127.04251604,37.62683189],[127.04220542,37.6267004],[127.04186839,37.62661942],[127.04151788,37.62659208],[127.04116738,37.62661942],[127.04083034,37.6267004],[127.04051973,37.62683189],[127.04024747,37.62700885],[127.04002404,37.62722448],[127.03985801,37.62747048],[127.03975578,37.62773742],[127.03972125,37.62801501],[127.03975578,37.62829261],[127.03985801,37.62855954],[127.04002404,37.62880554],[127.04024747,37.62902116],[127.04051973,37.62919811],[127.04083034,37.6293296],[127.04116738,37.62941057],[127.04151788,37.62943791],[127.04186839,37.62941057],[127.04220542,37.6293296],[127.04251604,37.62919811],[127.04278829,37.62902116],[127.04301173,37.62880554],[127.04317775,37.62855954],[127.04327999,37.62829261],[127.04331451,37.62801501]]]}"
2020,일반,은평구,서울특별시 은평구 불광동(연신초교삼거리 부근),4,4,0,2,1,1,0.89,11380001,"{""type"":""Polygon"",""coordinates"":[[[126.92992023,37.62459676],[126.92988571,37.62431915],[126.92978347,37.62405221],[126.92961744,37.62380619],[126.92939401,37.62359055],[126.92912176,37.62341358],[126.92881114,37.62328208],[126.92847411,37.62320111],[126.9281236,37.62317376],[126.9277731,37.62320111],[126.92743606,37.62328208],[126.92712545,37.62341358],[126.92685319,37.62359055],[126.92662976,37.62380619],[126.92646373,37.62405221],[126.92636149,37.62431915],[126.92632697,37.62459676],[126.92636149,37.62487437],[126.92646373,37.62514131],[126.92662976,37.62538732],[126.92685319,37.62560295],[126.92712545,37.62577991],[126.92743606,37.62591141],[126.9277731,37.62599238],[126.9281236,37.62601973],[126.92847411,37.62599238],[126.92881114,37.62591141],[126.92912176,37.62577991],[126.92939401,37.62560295],[126.92961744,37.62538732],[126.92978347,37.62514131],[126.92988571,37.62487437],[126.92992023,37.62459676]]]}"
